%TITLE%
 OUN   260401/0000 

   LEVEL       HGHT       TEMP       DWPT       WDIR       WSPD
-------------------------------------------------------------------
%RAW%
0-6 km BWD   20 kt
0-6 km mean wind    17.2 kt

----- Storm_Relative Winds/Shear -----
Bunkers storm motion    277/13 kt
0-1 km SRH   116 ms/s2
0-3 km SRH   177 ms/s2

----- Effective Inflow Layer Parameters -----
Effective inflow base    0 m AGL
Effective inflow top     1800 m AGL
Effective SRH   158 ms/s2
Effective BWD    23 kt

----- Composite Parameters -----
Effective-layer SCP   3.7
Effective-layer STP   0.0
Fixed-layer STP       0.0
SHIP                  0.7

----- Fire Weather -----
Fosberg Index         17
